"""GeneID"",""baseMean"",""log2FoldChange"",""lfcSE"",""pvalue"",""padj"""
jg29510.t1,71.9702307245293,-0.991541728092747,0.520485271004872,0.0279865153731252,0.0691683269353444
jg33565.t1,71.3827347874139,-0.99145669726839,0.457747856495018,0.0157069624409459,0.0426640497684434
jg3490.t1,55.5915489527821,-0.991453729053666,0.509938122824051,0.0259174865830243,0.0649513764415888
jg10967.t1,223.13737230672,-0.991332077820946,0.174642680033043,7.77125982016431e-09,8.86480920999779e-08
jg15766.t1,37.1347033357989,-0.991159909212168,0.511401214484521,0.0265574596322301,0.0663056491271375
jg24601.t1,813.92689626946,-0.990999110688046,0.432103893816847,0.0112091955607931,0.0321037998696238
jg15856.t1,17.9734932134704,-0.990883259540907,0.776805318924479,0.0837701188991281,0.167481743196693
jg30070.t1,104.401019082337,-0.990684436756105,0.346130056787514,0.00227411168191914,0.00820054983333865
jg31138.t1,49.5785205829385,-0.990574957673374,0.540207149984239,0.0321684806263514,0.0774640821945915
jg3498.t1,5224.15632174529,-0.990267568986449,0.190606340111037,1.15995011296453e-07,1.10853443372498e-06
jg5985.t1,2873.42076225669,-0.990169327378991,0.159345951747812,2.95021188917984e-10,4.14680740358356e-09
jg11624.t1,838.698391709754,-0.989451019102655,0.272548723516522,0.000158414450358475,0.00078922379289894
jg19351.t1,1831.23611693521,-0.989226240821601,0.395679328153514,0.00653346625827408,0.0202979824117734
jg5740.t1,46.7583994502741,-0.989058851509041,0.973684967440387,NA,NA
jg19925.t1,1214.3109259311,-0.988549258530633,0.136331577427046,2.40602804350942e-13,4.92771065391715e-12
jg28865.t1,53.5951077880466,-0.988505817353165,0.744071353503469,0.0768574200692861,0.156625028571089
jg20980.t1,2.03664673875346,-0.988440102674644,1.43852480103036,0.0846086101324276,0.16875748696006
jg33321.t1,16.0036973956624,-0.988343395754083,0.926662572894808,0.100436842712443,0.192690142089432
jg7236.t1,9.36581441276691,-0.988272614117564,0.927602205373088,0.102598080900304,0.195878392501001
jg13621.t1,35.5196195468943,-0.988214275154497,1.54960775473287,NA,NA
jg14837.t1,26800.3526847077,-0.988125873744277,0.280001813583633,0.000230422920301787,0.0011052888346592
jg9922.t1,4.05015573093919,-0.987205593356961,1.440822157393,0.0739451072375224,0.151759466018546
jg29711.t1,179.535934569881,-0.987120627532561,0.341013016942521,0.00204335762137732,0.00747577503389668
jg3324.t1,8923.39821458634,-0.986978540295221,0.220427635197227,4.19011819950824e-06,3.0083115418335e-05
jg16083.t1,1921.48982046407,-0.986864117124327,0.333411934024418,0.00171087704636833,0.00640337667864288
jg1954.t1,42.7144097273227,-0.986543407978395,0.387967265590104,0.00580840293497484,0.0183479912659091
jg8194.t1,2267.00699098851,-0.986357657820909,0.300718965786941,0.00057250462741894,0.0024701555895508
jg4497.t1,212.566806971213,-0.986238223180587,0.321175777243984,0.00116885871669478,0.00460784287159644
jg17190.t1,12.1609518107052,-0.985875758373144,1.15154879642196,0.10224816451527,0.195431872256423
jg32414.t1,66.7937083616543,-0.985368745131269,0.460686778604148,0.0166520821179851,0.0448103773686232
jg126.t1,797.864530045668,-0.985337408957413,0.248237589597527,4.04667723508088e-05,0.000234923890094963
jg23271.t1,251.790860255547,-0.985160145125696,0.285841795948206,0.000313169036704093,0.00145373797971978
jg3269.t1,12.2632964801917,-0.985001990848787,1.72829904194419,0.0257304266070351,0.0645560440424667
jg26641.t1,1600.97903282808,-0.984907034324616,0.113703576630348,2.76417081187292e-18,9.07611682173686e-17
jg5061.t1,4831.08726424866,-0.984602236547913,0.159693002351286,4.06721432457223e-10,5.57455627291298e-09
jg32401.t1,267.911858039094,-0.984252134556959,0.238750782814527,2.12817136913153e-05,0.000132177446075865
jg28854.t1,4484.36971826289,-0.984071086899925,0.198118190524832,3.87179608138814e-07,3.36645203165215e-06
jg25772.t1,101.248759131182,-0.983893427292143,1.11188375741814,NA,NA
jg33472.t1,4497.85177366004,-0.982956525211081,0.178631430637358,2.18087218828165e-08,2.3256138731799e-07
jg16227.t1,3.03091174448909,-0.982807594268137,1.23517731039403,0.0996465150115254,0.1915589511085
jg25339.t1,517.033221828675,-0.98255421073982,0.360371193652225,0.00353456545946691,0.0119567200183668
jg5896.t1,5.44657155768448,-0.982009352098433,1.46123111624002,0.0656278385450526,0.138135431391748
jg31117.t1,5.0700353477469,-0.981955708058656,1.67093554212908,0.0368201108011838,0.0866914960652677
jg10794.t1,133.491016632459,-0.981755587759918,0.85520779130907,0.0948886876027816,0.184468556724799
jg24174.t1,80.9055437621002,-0.981746739281624,0.340129624088562,0.00211255515229839,0.00769674782999424
jg15579.t1,107.494609259132,-0.981559773945021,0.324924639617915,0.00140257379027101,0.00541000845521213
jg5324.t1,5760.03698476123,-0.981477926510324,0.372060264960796,0.00422754181385043,0.0139338065171135
jg24518.t1,132.067930757594,-0.980562100552815,0.578200345141897,0.0428632685699613,0.0980242727938332
jg14697.t1,11.8716122466503,-0.980327134925667,1.72960145358833,0.0275727550957595,0.0683249818912392
jg31139.t1,545.828127314626,-0.980262463575484,0.384155483729589,0.00572265387880286,0.0181170970652237
jg31710.t1,160.379072718059,-0.980075934957974,0.302007698138433,0.000657347439424233,0.00279038871543286
jg19960.t1,102.094236762738,-0.97968077339217,0.52294897625818,0.0303847290910458,0.0737892759401887
jg18082.t1,3304.24568715186,-0.979434417763379,0.252669905077198,5.98177461198019e-05,0.000331613339522831
jg11410.t1,4379.37495333486,-0.979399563812865,0.350071015547982,0.00276418519630899,0.00971093871665264
jg25592.t1,146.868174955981,-0.979188437275439,0.46754918850997,0.0187082177268162,0.0494282264422073
jg8224.t1,257.895047024895,-0.979178636910585,0.601155607337874,NA,NA
jg23919.t1,84.3638541515304,-0.97893923175625,0.596910528027932,0.0476448936170862,0.10663398687129
jg5943.t1,4.22068593293217,-0.978910919618904,1.67449005761656,0.0403995987342652,0.0934950946459329
jg30515.t1,19.5955456427323,-0.978883837178037,0.792358442413444,0.0875527269793452,0.173457630699738
jg6082.t1,399.18087602011,-0.978257572095727,0.144543541539704,7.69339226460603e-12,1.31665993616378e-10
jg2224.t1,669.019250355413,-0.977976789326356,0.294092443251526,0.000488368263503659,0.00214660118523745
jg19581.t1,6.30992150984707,-0.977953083843928,1.40279670839164,0.0759555260909894,0.155103449873217
jg22933.t1,82.7929475352175,-0.977697451878758,1.1403839495101,0.102327036116777,0.195517363903607
jg16111.t1,3871.62539745217,-0.977487224409382,0.29772858730443,0.000604480339528761,0.00259055247438819
jg1506.t1,1737.45678020468,-0.977317715869674,1.15470425439596,0.100214657061924,0.1923798413028
jg24580.t1,19.3081782119017,-0.977305775057191,1.46094714485596,0.0653748712796628,0.137775511996457
jg33155.t1,4102.47978370897,-0.976596938844408,0.199934639317789,5.74633522264572e-07,4.85050324571911e-06
jg13660.t1,15.0970057653015,-0.976470267009324,1.25860597671087,0.0926029261715974,0.181107034299534
jg26963.t1,444.215260369893,-0.976344395081198,0.318384527165327,0.00119497533014645,0.00470173610729054
jg33269.t1,12.2724762696025,-0.975973280091317,0.807045434169243,0.0920605691181906,0.180255639403134
jg1945.t1,22.4314926654594,-0.975250831939471,1.055619416426,0.107352408956723,0.202944684329559
jg14585.t1,478.405468584261,-0.975159187155166,0.274799436989569,0.000219220249800275,0.0010572198403708
jg412.t1,553.468675101055,-0.975113852931132,0.245877205763186,4.151122220292e-05,0.000239917100144127
jg16666.t1,4.56007515496909,-0.974846548460747,1.38962578375886,0.0835456364266037,0.167137972482289
jg24434.t1,278.496128259317,-0.973848896963293,0.388664978457291,0.00657463561424414,0.0204081707401386
jg10801.t1,2180.91273747683,-0.973724789430445,0.240198697179098,2.85938048723497e-05,0.000171959214682864
jg29714.t1,4525.83416434612,-0.973360448189428,0.125036948357962,4.10970981282429e-15,1.01217026692301e-13
jg17249.t1,1239.74607374056,-0.973352429741234,0.56786561807111,NA,NA
jg25102.t1,6969.60763962058,-0.973263337794282,0.121335370181615,6.15962358885307e-16,1.63905522858774e-14
jg25676.t1,331.251128232817,-0.972812704352881,0.360006251447529,0.00376430323949793,0.0126092118469004
jg22694.t1,699.296353950845,-0.972627112067409,0.775205830655093,0.0860822498247317,0.171231553215348
jg23660.t1,1253.0342889019,-0.972283751322253,0.548341979027827,0.0369863653708194,0.0869755971526949
jg22533.t1,2029.50799086156,-0.972173207688649,0.182342842109201,5.60842933169689e-08,5.62848049860307e-07
jg30666.t1,10.4068396978914,-0.972075906249924,0.882345242575676,0.101061609578408,0.193681124862715
jg8212.t1,2722.97299108356,-0.97165000669748,0.157396189074601,3.90460034199331e-10,5.37483254769002e-09
jg27360.t1,2.72165597430108,-0.97158830392638,1.20966842979289,0.10585771823806,0.200805921329596
jg20883.t1,576.03342809845,-0.971438399297074,0.464830188087958,0.0189274563313163,0.049915347672308
jg9821.t1,341.866770965574,-0.97072960480952,0.370386109816489,0.00483149447470013,0.0156558793344968
jg10537.t1,866.100992410568,-0.970547159300157,0.226874872759531,1.08895939991485e-05,7.18246614567196e-05
jg30168.t1,722.99023412501,-0.97035276664194,0.203393377775961,1.07949068857427e-06,8.64075409428526e-06
jg18933.t1,101.918078060675,-0.970174879564841,1.07622855374032,NA,NA
jg20497.t1,4.16684757753395,-0.968890961061974,1.44843585760165,0.073313646855328,0.150832451427895
jg15236.t1,358.627413892229,-0.968784147580188,0.988930919725581,0.106879249651577,0.202168887339574
jg25145.t1,1201.48151451875,-0.968591502734132,0.780262889532441,0.0879572145718935,0.174066281975564
jg7513.t1,48.5259851353502,-0.968532813574791,0.985650222871846,0.107617699092025,0.203359949868193
jg5314.t1,1226.92150406132,-0.967793360285968,0.282035870349599,0.000339335702892447,0.00156078069802676
jg14767.t1,5.89044296283974,-0.967775806647056,1.00336330474613,0.111038770913648,0.208489874011382
jg19171.t1,4.85243318000911,-0.967275784295287,1.63850725755343,0.0395081701363992,0.0917616313711409
jg33229.t1,3132.57943875204,-0.966456901215023,0.154417968231259,2.29155671173705e-10,3.26427123236095e-09
jg6653.t1,6800.77814470825,-0.966412542633454,0.173121691935074,1.40134078064656e-08,1.53317498018618e-07
jg29013.t1,184.014107792653,-0.96631056576861,0.659315663176452,0.0653495824369351,0.137742141072904
jg28267.t1,301.811180819426,-0.96629700061898,0.220417439605749,6.81792538863732e-06,4.68918663770031e-05
jg21580.t1,788.365301868666,-0.965810173016496,0.211509919504188,2.86124878566179e-06,2.12236464329192e-05
jg25558.t1,45.7258866682851,-0.96550794242874,0.433469524889062,0.0138472540272819,0.0383586084857909
jg10068.t1,4085.91479060932,-0.96520372357888,0.209616596298633,2.41067465108231e-06,1.81494705784351e-05
jg8599.t1,85.9002576541436,-0.964713879543154,0.453886350769774,0.0175772892790963,0.0468946092656621
jg25661.t1,233.000684367489,-0.964413003516789,0.476098059508592,0.0221903914527173,0.0570592984350429
jg7730.t1,253.068675096908,-0.964408983913518,0.450478189642134,0.0170273254345231,0.0456656408618645
jg9294.t1,14.1455737274014,-0.964142513411496,0.710542354752173,0.0772795454547473,0.157339681821825
jg7646.t1,680.785064742013,-0.963605401308106,0.585002582479792,0.0479331457198705,0.107128391870372
jg3500.t1,322.592594776886,-0.963577073647591,0.315317017070493,0.00124707373322154,0.00488123241689668
jg18485.t1,390.428004474532,-0.963491260262271,0.356099476146053,0.00375301951647957,0.0125797769604124
jg10308.t1,116.747403946775,-0.963409278017328,0.366436290367311,0.00467588972178734,0.015208510184803
jg15648.t1,8354.60852476379,-0.963305322413058,0.174474683285664,1.97668487030749e-08,2.11892329489495e-07
jg32489.t1,267.360115948389,-0.963022299866233,0.280099197379058,0.000336836923787417,0.00155103165035081
jg20107.t1,661.565190649831,-0.961908601714794,0.160707004272459,1.41812348608351e-09,1.81347528600014e-08
jg20930.t1,10205.5752287036,-0.961401165840156,0.225967784605264,1.30857383134216e-05,8.47479890047245e-05
jg25054.t1,2334.53594567152,-0.961173859005052,0.197145379577933,6.48714586585424e-07,5.41831856566916e-06
jg26710.t1,3348.71757002556,-0.96096678270842,0.19288605786161,3.44661715821425e-07,3.02524655039824e-06
jg33449.t1,577.091363355885,-0.960885349599213,0.335671534811986,0.00234070944571758,0.0084047144281146
jg7665.t1,8798.48387263018,-0.960465920210103,0.122548729872369,2.94591986934319e-15,7.35375568430987e-14
jg24737.t1,1221.00671745062,-0.960404780114922,0.144242377648136,1.65711702846403e-11,2.7174441442716e-10
jg20670.t1,2492.39263084043,-0.960350423042863,0.218527944464903,6.4398114187822e-06,4.4569659304465e-05
jg29367.t1,2538.8545691098,-0.960033105050048,0.222026703408493,9.34390859717752e-06,6.25373517892442e-05
jg6358.t1,13.300965227154,-0.959926404624263,0.803441295166003,0.0954512708957314,0.185348307106584
jg32074.t1,17.4108593519097,-0.95932511652648,0.701464937556974,0.0771112580364406,0.157064063462998
jg14007.t1,9.43211336003303,-0.958990379013585,0.665801066362525,0.069261601529269,0.144078623582246
jg21139.t1,4520.56973889011,-0.958795937445329,0.235919529193657,2.80255459193873e-05,0.000169038852067389
jg2902.t1,4216.56530832558,-0.958679217559188,0.196901340422083,6.52792961681443e-07,5.44761529550075e-06
jg15150.t1,2673.60462270689,-0.958652079065766,0.120758846323334,1.22649778103522e-15,3.17514326099461e-14
jg18062.t1,1248.07432548411,-0.958277623041138,0.363308887783868,0.00466538243105525,0.0151841741443623
jg30839.t1,382.071971008853,-0.958215569343357,0.383870127999859,0.00686504856758429,0.0211605200330577
jg22121.t1,51.4698067931593,-0.95806048786119,0.58080534325805,0.0486859928335744,0.108531403520002
jg12711.t1,7596.93241315722,-0.957858895193516,0.20546927957707,1.83517467359207e-06,1.4098395828894e-05
jg19333.t1,10.1053723053963,-0.957644599542017,0.682361815845606,0.0737887708142595,0.151514636112584
jg241.t1,13.4129071774026,-0.957415549041537,0.678610314374481,0.0737748250576867,0.151496865169023
jg29120.t1,6563.70219989467,-0.957396436115599,0.447330755157506,0.0168859110795257,0.0453458456226767
jg12338.t1,770.284470241733,-0.957365707749172,0.558088135602378,0.0424240621975918,0.0972682374152345
jg8440.t1,240.445866200372,-0.957180722828204,0.355389121614707,0.00395697805801058,0.0131613548441479
jg25222.t1,2530.65542377605,-0.956907970107442,0.200983678420938,1.13412558461031e-06,9.03011227434995e-06
jg32812.t1,6866.27637326038,-0.955974971673568,0.136607696908542,1.87919168126569e-12,3.44462331741352e-11
jg33808.t1,1131.41349075672,-0.955896826472578,0.255519747160763,0.000105388961473733,0.000549434949911858
jg5724.t1,154.614099212248,-0.955703046104111,0.381067206753652,0.00664376320695283,0.0205825825731956
jg31326.t1,116.820506626242,-0.955649336152241,0.703488432524683,0.0783426927206891,0.159029278835787
jg280.t1,783.109292011207,-0.955513444359899,0.225093852770032,1.24291974869856e-05,8.09038547762525e-05
jg5821.t1,9215.93493259907,-0.954750327794119,0.189010435246269,2.58843842538074e-07,2.32326548575239e-06
jg9285.t1,160.062671305754,-0.954505965801522,0.5180610974836,0.0334833986659077,0.080084927792354
jg5035.t1,779.265372430504,-0.953697317045922,0.265334545119675,0.000187417201263056,0.000917130286543126
jg33395.t1,2009.49932709561,-0.953628205262477,0.213706769982511,4.76220817879548e-06,3.38425278171438e-05
jg16527.t1,7.99007384568926,-0.953376500214278,0.96461924113242,0.112380028724979,0.210387405678933
jg16613.t1,42.7029260176146,-0.953109060985042,0.46517865244567,0.0213348250639751,0.0551814553958208
jg9978.t1,1582.26856211062,-0.953093257533177,0.435783498589819,0.0152998674096288,0.0417324762953692
jg3284.t1,14.8055322546342,-0.953027248816158,1.12200504579506,0.109596908189071,0.206391651885655
jg32243.t1,1265.11133785072,-0.952985308729704,0.287776975642886,0.000531499191016809,0.00231415523679946
jg6612.t1,3903.94176286373,-0.952136189473763,0.118320758621275,4.5899522500039e-16,1.23863819813489e-14
jg19428.t1,20290.1323989465,-0.951923805741101,0.0985577214434616,4.24395701052176e-22,1.92877741468665e-20
jg25242.t1,88.6976042046314,-0.951800360074276,0.910927258912698,0.108961554472908,0.205330211114144
jg5327.t1,765.021043916964,-0.950917086360241,0.342017054498156,0.00304644118876952,0.0105332331985085
jg21476.t1,2803.69089571659,-0.950703298747905,0.231192854682997,2.29370775160879e-05,0.000141020915490794
jg21008.t1,7757.06409458981,-0.950578569614992,0.209589673387058,3.9049042151012e-06,2.82265128721983e-05
jg28658.t1,851.554616195013,-0.950261773306655,0.475492991217524,0.024005536383875,0.0609278005268247
jg6342.t1,4803.07037438932,-0.95018633105824,0.150463945422961,1.57801981021189e-10,2.2923319739212e-09
jg13617.t1,2.99249333155918,-0.949842788193144,1.3414678350906,0.0951787747828124,0.184944599903732
jg21097.t1,185.954515259125,-0.94946876835809,0.994292491998592,0.112477157615775,0.210541708737898
jg19073.t1,347437.088332727,-0.948806942617565,0.151446645201818,1.83797723400897e-10,2.6511316959267e-09
jg9669.t1,24.7154541174331,-0.948709060613881,0.841404080642965,0.103562468802283,0.197416818025764
jg26615.t1,4539.09690546716,-0.948093863377583,0.095303366214113,1.5535948485637e-23,7.69593904914807e-22
jg8282.t1,21273.657537553,-0.948054408192895,0.163165473551589,3.72282123665546e-09,4.45804339807274e-08
jg7319.t1,32.6267207878024,-0.947612301254023,0.494470800825078,0.0288588674142666,0.0708165145530752
jg8727.t1,16.2307406314219,-0.947552175760215,0.551553992537038,0.0435216398141869,0.0992048078305707
jg7681.t1,1521.08160430149,-0.947317903500543,0.311116805875585,0.00132846156377723,0.00515190457728156
jg30348.t1,158.641077262083,-0.946967530074351,0.253197959594422,0.000108720119583233,0.000564540163929476
jg20183.t1,2099.11913733249,-0.94661493547208,0.240576480422843,4.8696283239643e-05,0.000276476696751429
jg33648.t1,672.226918151491,-0.946582527008429,0.295906890612951,0.000794156949886537,0.0032873068944848
jg14314.t1,2.35107195825029,-0.946571218082621,1.35915657568302,0.0794625145114931,0.160769265363431
jg14874.t1,5752.46172516456,-0.946443159997543,0.18187040550541,1.16081946596767e-07,1.10899509341296e-06
jg4171.t1,101.219791631744,-0.945950983053962,0.612341546285156,0.0591690799409366,0.127358975858435
jg8059.t1,1282.74031838797,-0.945906718631506,0.3771910601035,0.00662463934076852,0.0205344455564452
jg6285.t1,41.0641006674453,-0.945840072881506,1.81622480099743,0.00633156187468643,0.0197650762751877
jg19450.t1,2566.8610676952,-0.945264123924979,0.224991271012189,1.55972482574219e-05,9.95942043056432e-05
jg8977.t1,482.838925457053,-0.945046259305372,0.245502741328029,7.00097551905964e-05,0.000381522518198925
jg31830.t1,125.132798192503,-0.944763027753,0.45759220980442,0.0206441522468524,0.0537006783984625
jg10761.t1,32.2151594777254,-0.944601124813645,0.45083346992305,0.0195252521124075,0.0512652011446539
jg22827.t1,571.495435359089,-0.943768863720321,0.284628823004686,0.000532664281179874,0.00231746599281905
jg3495.t1,1157.16253950363,-0.943674741262523,0.257116305749059,0.000141864769870789,0.000716379557485086
jg24588.t1,1394.74195558508,-0.94338816042564,0.205877343713989,2.68143822263448e-06,2.00091058614726e-05
jg30629.t1,1921.34029666932,-0.94316015944691,0.391011183352075,0.00834273019353695,0.0249915307492519
jg29057.t1,28.3808829871918,-0.942931661969968,0.483604348090616,0.0271291889185833,0.0674214857318703
jg10047.t1,12.2499098178827,-0.942723806479316,1.10668342380338,0.11400123317705,0.212824105648125
jg29483.t1,4653.49906840911,-0.942395293774523,0.265751695539171,0.000229249311163572,0.00110039669358515
jg15862.t1,78.19755090916,-0.942138705679534,0.472614931536452,0.0248103001125808,0.0626718796041858
jg3441.t1,10655.4642885406,-0.941326054537145,0.212412933831478,5.94265836622699e-06,4.14494992306483e-05
jg21155.t1,239.901740077276,-0.940749808592896,0.565543039336659,0.0484557310430864,0.108144398723646
jg8335.t1,233.145947521127,-0.94073432159308,0.420920797271626,0.0139183649354642,0.0385406793841596
jg16983.t1,60.3385942942999,-0.940601731340761,0.673595815864749,0.075663943310193,0.154641869374836
jg4120.t1,528.267851801696,-0.940552306170611,0.209431051702432,4.18698744241048e-06,3.00681776902676e-05
jg553.t1,1640.49152962478,-0.940546229444036,0.1921014229988,5.86725352092369e-07,4.94673742082117e-06
jg13868.t1,10347.7134451689,-0.940499283525612,0.206031623413421,3.78561300198096e-06,2.74473718593869e-05
jg12835.t1,2677.74329305147,-0.940039527124343,0.454203771815937,0.0200995590477172,0.0525178476596311
jg15907.t1,612.044488119748,-0.939487866715212,0.244898272162308,7.41731580516633e-05,0.000401840276506192
jg1911.t1,5013.38978069654,-0.938501244312167,0.778593963994092,0.0942195132431886,0.183529022598747
jg4852.t1,5476.00861510023,-0.938444046328193,0.36153058897799,0.00484982337108791,0.0157063842055185
jg26072.t1,1742.49844918613,-0.938431984971932,0.279107712016988,0.000451285625647868,0.00200246626069471
jg24919.t1,11.9246903507704,-0.93806674689513,0.862967083982249,0.110682864727877,0.208010067587346
jg898.t1,2621.24816905646,-0.937929670352579,0.126786887616753,8.46886360877723e-14,1.83004153091705e-12
jg1077.t1,7.81469892847356,-0.937652495228423,1.83805353030728,0.00468760677718372,0.0152413760213859
jg28650.t1,2091.10844236954,-0.937523210837835,0.21957677354835,1.16769975696471e-05,7.65070467766899e-05
jg31491.t1,189.48846762732,-0.93746902638971,0.360190273808895,0.00526186366469129,0.0168596329954612
jg11041.t1,612.340285191989,-0.937439124482469,0.417660323170212,0.0136331110593047,0.0378585718222052
jg28885.t1,171.23780560427,-0.937427668682705,0.399034408643667,0.0104331125958721,0.0302624738977822
jg31657.t1,7.56282646756837,-0.936965580828459,0.769686796977567,0.100065222032999,0.192144553500693
jg4089.t1,16770.1495820739,-0.936873008989401,0.341121439549423,0.00342255946722326,0.0116286605750013
jg14134.t1,641.608436569854,-0.936593359438214,0.45469744287345,0.0209965817344393,0.0544689796340006
jg13175.t1,1467.41200705693,-0.936451993393921,0.172791315279103,3.60790157170653e-08,3.73468683301162e-07
jg25073.t1,11.7914946955739,-0.936134929028893,0.818238835915729,0.107153628814799,0.202589982846363
jg30441.t1,1658.27294928992,-0.936129387664981,0.260819619880897,0.000195406994954529,0.000952160156490483
jg9401.t1,548.357833089027,-0.935996963508018,0.133174609547924,1.23879436621879e-12,2.31976195510638e-11
jg9136.t1,697.041582979917,-0.935722208644298,0.332637817452208,0.00280848577860595,0.00984001037849308
jg19350.t1,13.8202666007255,-0.935528747018756,0.75641196915421,0.0967179512291068,0.18732519648189
jg5811.t1,676.501602795669,-0.93549693113903,0.209581498815723,4.80352745729287e-06,3.40854022694447e-05
jg1476.t1,968.182204254102,-0.935399724806215,0.386368421031816,0.00844532742629231,0.0252513173422725
jg14665.t1,629.361611381221,-0.935368293831806,0.376305006284528,0.00724532122477975,0.0221798393358167
jg28628.t1,11.5932442212413,-0.935314300156329,0.793708446998648,0.103821371209715,0.197752361660228
jg22200.t1,9492.72109022706,-0.935297063292498,0.492465572944482,0.0287271120312413,0.0705415670393225
jg14530.t1,556.602113122108,-0.935265474340464,0.538920405280958,0.0425453603766369,0.0974545082481005
jg18078.t1,38.6743343718511,-0.933799338628602,1.11982945886461,0.114034232767719,0.212871831569001
jg5769.t1,1150.60351719254,-0.933375174023184,0.338475869195166,0.00336087970037448,0.0114639870837648
jg28637.t1,588.393727913049,-0.932707407157143,1.13263699682634,0.111211439432595,0.208757329062688
jg4817.t1,4.57271319700736,-0.93252022838723,1.78541976048212,0.0115100193013287,0.0328274601689057
jg32811.t1,2287.18179897947,-0.93247620066461,0.163123879164836,5.94584853657128e-09,6.90354968771732e-08
jg4045.t1,31.7763221046895,-0.932194527464196,0.548071541414938,0.0466917550690187,0.104861426867687
jg5138.t1,2010.43409151857,-0.931600693790118,0.191562559635365,6.96251771813181e-07,5.77660989004781e-06
jg2856.t1,28.7422316529167,-0.931192727392904,0.654044270226828,0.0736592015659729,0.151389725018802
jg23669.t1,5936.30299377802,-0.931116706039117,0.119546091667194,4.06985513747415e-15,1.00541926053632e-13
jg28861.t1,99131.0167766701,-0.930523337333572,0.207053821672408,4.1862820723552e-06,3.00681776902676e-05
jg4640.t1,4.70129672383366,-0.930281420201917,1.43560898385807,0.071703378345087,0.148167662296228
jg686.t1,15417.8782912074,-0.929508445428176,0.45585969071129,0.0212976434398098,0.0551051985332218
jg17785.t1,57.3287188110799,-0.929354818260741,0.565670766350509,0.0517482260033104,0.114113925364047
jg20642.t1,24.1081127769735,-0.929313755526207,0.807445001420318,0.1055098541752,0.200368650576661
jg26612.t1,329.261739502016,-0.929127824592245,0.26866101670895,0.000322397633804186,0.00149125832812301
jg1385.t1,96.3673568114347,-0.928414886636493,0.303248876482762,0.00130092222943283,0.00505812130270516
jg29771.t1,3212.81862820223,-0.927634942229727,0.209282557392368,5.66150481709013e-06,3.95945788771188e-05
jg16578.t1,225.381880888491,-0.927503880898597,0.271038247475842,0.00037230210044558,0.0016955231016316
jg11546.t1,3614.61148772686,-0.927440345816265,0.270236674674458,0.000358602556647744,0.0016395947134744
jg4570.t1,49.7547493135081,-0.927406984060481,0.820057636342025,0.108309086609948,0.204342762771219
jg17407.t1,980.562138134936,-0.927154775591685,0.466764705281762,0.0254223094389333,0.063945494496665
jg7284.t1,51.0594304068609,-0.926514208107664,0.634135050810767,0.0700533726229275,0.14540874039
jg10750.t1,627.719077218693,-0.926412220677618,0.249937257959689,0.000126230805882973,0.000645169659771741
jg12327.t1,1300.83505360185,-0.926411054346359,0.224090012250645,2.1415798771727e-05,0.00013283733761527
jg15408.t1,767.074362427358,-0.926092391379156,0.202856889559258,3.04032854580982e-06,2.24299631341476e-05
jg29081.t1,238.900340901872,-0.925536704784376,0.471314196860668,0.0268769635583052,0.0668991759194465
jg19261.t1,708.565872812818,-0.925446397284277,0.46707454470836,0.0255023211966847,0.0641298489815102
jg3530.t1,632.5086541455,-0.925197812897301,0.340142523174016,0.00392011606414905,0.0130512515289204
jg9201.t1,879.293678053878,-0.925032034771943,0.341507780595206,0.00391375644017371,0.0130346253803715
jg15570.t1,998.293950245476,-0.924641839899763,0.234116065566982,4.7160274079468e-05,0.000268661553410928
jg5571.t1,12019.4990034612,-0.924599772867974,0.0962054297502936,4.60895216829871e-22,2.09133943712724e-20
jg30862.t1,4085.28285783635,-0.924558999509744,0.378077739432358,0.00777743300958818,0.0235439169762183
jg22193.t1,2364.94981583849,-0.924456231721148,0.169394896825642,2.92618451355383e-08,3.06222642514888e-07
jg9878.t1,247.531104128021,-0.924286864660851,0.431826465935007,0.017913928831576,0.0476417992110054
jg25868.t1,99.4010388851655,-0.924268483536084,0.310543265904521,0.00168825340071818,0.00633194542433362
jg28998.t1,209.983677146147,-0.923848954004719,0.74821069735326,0.0966379892180968,0.187220982968573
jg5500.t1,5.25579888602727,-0.92320055547898,1.77770036175753,0.00940037501104267,0.027670560020168
jg2777.t1,9.70191910233829,-0.922819536137947,0.667337520190036,0.0811429742382973,0.16335857392708
jg245.t1,10.2602683378462,-0.922671993472204,0.787660575079225,0.105276607439901,0.200018568295902
jg20327.t1,20.1471278830691,-0.922466947089471,0.641862364783453,0.0733248425336991,0.150832451427895
jg30574.t1,763.69815879125,-0.922405074220774,0.445300658344568,0.0209797587085079,0.0544401351587818
jg1905.t1,852.835883161218,-0.922081193160194,0.204874649981428,4.15452004918841e-06,2.98574844498902e-05
jg14581.t1,1014.96410582455,-0.92206540113627,0.160480606575074,5.60572785546308e-09,6.53780855224517e-08
jg3733.t1,4692.66104415657,-0.921980348262363,0.138253735503317,1.59184596888812e-11,2.61490153650055e-10
jg8911.t1,398.271732401408,-0.921941019919226,0.206323898813647,4.79177270039998e-06,3.40357320659519e-05
jg31888.t1,569.151795720094,-0.921747978238615,0.296085705654712,0.00109557554850558,0.00436075587375606
jg24899.t1,946.95939910366,-0.921446241023736,0.529387228484705,0.0424744776005625,0.0973526451056121
jg3590.t1,1678.53657885554,-0.921213674483851,0.226986280750009,3.00682517378693e-05,0.000179844199657129
